RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-236;3;7.11;Ametista;;F;Aluno-236;2010;12;Menina;2022;Escola Pública;;452;55;9;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.6;7.5;7.5;7.2;Não atendido;3.7;4.0;4.0;3.0;Não;Não;7.2;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-237;3;8.084;Topázio;;F;Aluno-237;2008;14;Menina;2022;Escola Pública;;121;19;6;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase + Bolsa;10.0;9.0;7.5;7.9;Não atendido;7.8;6.8;7.7;8.8;Sim;Sim;8.4;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-238;3;6.331;Ágata;Ágata;F;Aluno-238;2008;14;Menina;2021;Escola Pública;;674;91;12;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;6.4;5.0;7.1;Requer avaliação;5.1;4.3;6.5;4.5;Não;Não;7.2;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-239;3;4.572;Quartzo;Quartzo;F;Aluno-239;2007;15;Menina;2021;Escola Pública;;840;138;13;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;0.0;3.7;7.5;6.5;Não atendido;3.7;2.0;4.7;4.5;Não;Não;6.0;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-240;3;6.943;Ágata;Ametista;F;Aluno-240;2009;13;Menina;2017;Rede Decisão;;510;65;11;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.1;8.1;5.0;7.6;Requer avaliação;4.7;6.3;5.0;2.8;Não;Não;7.0;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-241;3;8.468;Topázio;Topázio;F;Aluno-241;2008;14;Menino;2016;Rede Decisão;;38;9;5;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;10.0;10.0;7.5;8.5;Não atendido;7.7;8.2;7.5;7.3;Não;Sim;9.1;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-242;3;8.673;Topázio;Ametista;F;Aluno-242;2009;13;Menino;2018;Rede Decisão;;19;3;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.6;9.7;5.6;8.3;Requer avaliação;8.2;8.7;7.2;8.7;Não;Sim;8.7;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-243;3;6.982;Ágata;;F;Aluno-243;2007;15;Menina;2022;Escola Pública;;493;63;10;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.1;8.7;5.0;7.6;Requer avaliação;6.0;5.0;5.3;7.7;Não;Não;7.9;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-244;3;8.51;Topázio;Topázio;F;Aluno-244;2010;12;Menina;2018;Rede Decisão;;34;8;4;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.5;9.4;6.3;8.5;Requer avaliação;7.8;6.7;8.0;8.7;Não;Sim;9.2;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-245;3;8.656;Topázio;Topázio;F;Aluno-245;2008;14;Menino;2016;Rede Decisão;;20;4;2;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;10.0;9.9;7.5;9.0;Não atendido;8.4;8.3;8.2;8.8;Não;Sim;9.2;5;;-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-246;3;8.639;Topázio;;F;Aluno-246;2009;13;Menino;2022;Escola Pública;;23;5;3;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;9.4;7.5;8.3;Não atendido;7.6;8.0;6.7;8.0;Sim;Sim;9.2;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-247;3;7.72;Ametista;Ágata;F;Aluno-247;2009;13;Menina;2021;Escola Pública;;230;32;7;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;8.2;7.5;7.6;Não atendido;5.8;5.3;5.7;6.3;Sim;Não;7.9;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-248;3;7.429;Ametista;;F;Aluno-248;2009;13;Menino;2022;Escola Pública;;343;39;8;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;7.6;7.5;7.4;Não atendido;5.2;4.0;5.5;6.0;Não;Não;7.3;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-249;3;5.097;Quartzo;Ágata;G;Aluno-249;2008;14;Menino;2017;Escola Pública;;816;125;10;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;6.7;7.4;5.0;5.1;Não atendido;2.9;2.3;4.2;2.2;Não;Não;4.3;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-250;3;7.958;Ametista;;G;Aluno-250;2010;12;Menina;2022;Escola Pública;;152;23;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;8.6;7.5;8.1;Não atendido;6.6;6.7;6.5;6.7;Sim;Não;7.6;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-251;3;7.022;Ágata;Ametista;G;Aluno-251;2007;15;Menino;2018;Escola Pública;;482;62;4;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;10.0;8.1;5.6;7.6;Sem limitações;6.3;5.3;6.3;7.2;Não;Não;6.6;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-252;3;4.277;Quartzo;Quartzo;G;Aluno-252;2008;14;Menino;2018;Escola Pública;;850;143;14;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;2.8;7.5;5.9;Não atendido;0.9;1.3;1.2;0.2;Não;Não;3.9;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-253;3;4.312;Quartzo;Ágata;G;Aluno-253;2007;15;Menino;2019;Escola Pública;;847;142;13;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;3.6;5.0;5.6;Requer avaliação;1.8;1.0;3.7;0.7;Não;Não;3.8;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-254;3;6.715;Ágata;Ametista;G;Aluno-254;2008;14;Menino;2019;Escola Pública;;584;76;7;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;10.0;7.4;5.6;7.3;Requer avaliação;5.3;5.0;6.8;4.0;Não;Não;6.9;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-255;3;4.563;Quartzo;Quartzo;G;Aluno-255;2008;14;Menino;2019;Escola Pública;;841;139;12;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;7.5;3.8;5.0;6.8;Não indicado;1.3;1.0;2.3;0.5;Não;Não;5.5;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-256;3;7.192;Ametista;Ametista;G;Aluno-256;2010;12;Menina;2019;Escola Pública;;433;52;3;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;8.8;8.5;5.0;7.3;Requer avaliação;5.2;5.3;6.7;3.5;Não;Não;6.7;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-257;3;5.149;Quartzo;Ametista;G;Aluno-257;2008;14;Menina;2018;Escola Pública;;815;124;9;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;0.0;6.4;5.6;7.5;Requer avaliação;3.6;4.0;5.2;1.5;Não;Não;6.7;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-258;3;6.926;Ágata;Topázio;G;Aluno-258;2010;12;Menina;2018;Escola Pública;;517;67;5;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;10.0;7.3;5.6;7.2;Sem limitações;4.8;2.7;6.2;5.5;Não;Não;6.1;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-259;3;4.182;Quartzo;Quartzo;G;Aluno-259;2006;16;Menino;2017;Escola Pública;;853;146;15;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;8.8;2.9;7.5;6.2;Não atendido;0.9;0.0;2.7;0.2;Não;Não;4.6;2;;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-260;3;7.44;Ametista;Ametista;G;Aluno-260;2009;13;Menina;2019;Escola Pública;;340;38;2;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;10.0;8.2;7.5;7.6;Não atendido;5.0;5.7;5.2;4.2;Não;Não;6.5;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-261;3;6.763;Ágata;Quartzo;G;Aluno-261;2008;14;Menina;2019;Escola Pública;;566;74;6;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.8;7.2;5.6;8.1;Sem limitações;5.8;6.2;5.8;5.5;Sim;Não;7.0;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-262;3;4.786;Quartzo;Quartzo;G;Aluno-262;2007;15;Menino;2021;Escola Pública;;835;135;11;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;0.0;5.8;5.6;7.6;Sem limitações;3.4;1.3;5.5;3.5;Não;Não;5.6;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-263;3;5.319;Quartzo;Quartzo;G;Aluno-263;2007;15;Menina;2019;Escola Pública;;800;121;8;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;5.8;5.6;7.5;7.5;Não atendido;3.7;3.0;2.8;5.4;Não;Não;4.4;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-264;3;7.087;Ametista;;I;Aluno-264;2007;15;Menina;2022;Escola Pública;;460;57;2;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;10.0;9.2;5.6;7.0;Requer avaliação;5.8;6.0;5.5;;Não;Não;6.6;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-265;3;7.926;Ametista;Ametista;I;Aluno-265;2009;13;Menino;2019;Escola Pública;;162;26;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;7.7;7.5;8.4;Não atendido;6.9;5.3;7.0;8.5;Sim;Não;7.9;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-266;3;5.987;Quartzo;Quartzo;I;Aluno-266;2006;16;Menina;2019;Escola Pública;;730;104;4;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.5;5.8;5.6;7.5;Requer avaliação;6.0;5.0;6.7;6.3;Não;Não;6.6;2;;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-267;3;6.012;Ágata;Quartzo;I;Aluno-267;2007;15;Menina;2016;Escola Pública;;727;103;3;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;10.0;7.4;5.0;6.1;Não indicado;3.3;2.3;4.8;2.7;Não;Não;6.3;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-268;3;6.695;Ágata;Ágata;K;Aluno-268;2008;14;Menina;2021;Escola Pública;;590;77;11;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;6.7;6.3;7.2;Requer avaliação;5.7;7.0;6.8;3.2;Sim;Não;7.2;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-269;3;8.231;Topázio;;K;Aluno-269;2009;13;Menino;2022;Escola Pública;;76;13;2;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;8.6;6.3;7.3;Requer avaliação;8.9;8.7;9.5;8.5;Não;Não;7.2;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-270;3;8.226;Topázio;Topázio;K;Aluno-270;2009;13;Menina;2019;Rede Decisão;;79;14;3;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.3;8.4;6.9;8.2;Não atendido;7.9;8.0;7.2;8.5;Não;Não;8.1;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-271;3;7.255;Ametista;;K;Aluno-271;2007;15;Menina;2022;Escola Pública;;411;50;8;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;8.5;5.6;7.6;Requer avaliação;7.1;6.3;6.5;8.3;Sim;Não;7.0;5;;-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-272;3;6.361;Ágata;Ágata;K;Aluno-272;2008;14;Menino;2021;Escola Pública;;666;88;14;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;5.7;7.5;7.5;Não atendido;5.1;5.0;6.8;3.5;Não;Não;6.4;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-273;3;5.679;Quartzo;Ametista;K;Aluno-273;2008;14;Menina;2018;Escola Pública;;761;110;15;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.2;5.3;7.5;6.8;Não atendido;3.0;3.8;4.7;0.5;Não;Não;5.8;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-274;3;7.946;Ametista;Topázio;K;Aluno-274;2011;11;Menina;2019;Rede Decisão;;157;24;5;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.9;8.3;7.5;7.3;Não atendido;8.1;8.1;9.3;7.0;Não;Não;7.0;10;;1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-275;3;6.665;Ágata;Ágata;K;Aluno-275;2007;15;Menino;2018;Escola Pública;;600;79;12;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.6;6.9;7.5;8.2;Não atendido;4.6;5.0;6.0;2.7;Sim;Não;6.7;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-276;3;5.527;Quartzo;Quartzo;K;Aluno-276;2008;14;Menina;2017;Escola Pública;;788;118;16;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.1;5.7;5.6;7.3;Não indicado;4.3;3.7;6.0;3.3;Não;Não;5.1;5;;-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-277;3;7.411;Ametista;Ametista;K;Aluno-277;2008;14;Menino;2021;Escola Pública;;354;41;7;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.1;8.8;7.5;7.7;Não atendido;7.4;7.2;7.0;8.2;Sim;Não;7.2;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-278;3;7.741;Ametista;Topázio;K;Aluno-278;2010;12;Menino;2018;Rede Decisão;;222;31;6;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;8.8;9.2;5.6;7.8;Requer avaliação;6.0;5.7;5.8;6.4;Não;Não;7.4;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-279;3;8.815;Topázio;Topázio;K;Aluno-279;2009;13;Menino;2019;Rede Decisão;;10;1;1;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;9.2;9.9;6.3;8.2;Sem limitações;9.1;9.7;8.3;9.3;Não;Não;8.2;10;;0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022
RA-280;3;8.046;Ametista;Topázio;K;Aluno-280;2009;13;Menina;2021;Rede Decisão;;133;20;4;4.0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;7.5;9.2;7.5;8.2;Sem limitações;7.1;5.7;7.0;8.7;Não;Não;7.3;10;;0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-281;3;6.806;Ágata;Ágata;K;Aluno-281;2009;13;Menina;2019;Escola Pública;;553;71;10;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;6.7;6.9;7.5;7.0;Sem limitações;5.9;5.0;6.8;6.0;Não;Não;5.6;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-282;3;6.618;Ágata;Ágata;K;Aluno-282;2009;13;Menina;2019;Escola Pública;;620;80;13;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;8.8;6.8;7.5;7.0;Sem limitações;4.0;4.7;6.3;1.0;Não;Não;5.6;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-283;3;7.131;Ametista;Ágata;K;Aluno-283;2008;14;Menino;2020;Escola Pública;;448;54;9;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;9.6;8.8;7.5;7.2;Não atendido;5.6;4.5;5.8;6.6;Não;Não;6.6;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-284;3;5.939;Quartzo;;L;Aluno-284;2009;13;Menino;2022;Escola Pública;;734;106;3;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;6.7;5.1;5.6;7.4;Sem limitações;3.8;7.0;4.5;0.0;Não;Não;6.0;10;;0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-285;3;5.063;Quartzo;Quartzo;L;Aluno-285;2006;16;Menina;2020;Escola Pública;;817;126;5;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;9.2;4.1;7.5;6.1;Sem limitações;2.8;4.0;3.2;1.2;Não;Não;5.8;2;;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-286;3;5.424;Quartzo;;L;Aluno-286;2007;15;Menina;2022;Escola Pública;;794;119;4;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;7.1;5.8;6.3;7.0;Sem limitações;3.0;4.7;2.3;2.0;Não;Não;5.6;5;;-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-287;3;3.7;Quartzo;;L;Aluno-287;2005;17;Menina;2022;Escola Pública;;859;148;11;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;7.9;3.4;5.0;4.0;Requer avaliação;1.1;0.7;2.5;0.2;Não;Não;4.3;2;;-4;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-288;3;4.097;Quartzo;;L;Aluno-288;2006;16;Menina;2022;Escola Pública;;854;147;10;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;0.0;5.6;6.3;7.3;Sem limitações;0.0;;;;Não;Não;6.8;2;;-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-289;3;6.236;Ágata;Quartzo;L;Aluno-289;2008;14;Menina;2020;Escola Pública;;699;94;2;4.0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;0.0;7.8;6.3;7.4;Sem limitações;6.8;5.3;7.5;7.5;Não;Não;7.2;5;;-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
RA-290;3;4.929;Quartzo;;L;Aluno-290;2005;17;Menina;2022;Escola Pública;;830;131;7;4.0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;10.0;3.9;6.3;7.2;Sem limitações;1.7;1.0;2.3;1.8;Não;Não;6.0;2;;-4;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022
